entry_time,symbol,action,entry_price,stop_loss,take_profit,rsi,atr,dist_ema200,spread,hour,day_of_week,mins_to_news,label,close_price,close_time,pnl
2025-12-23T10:02:42.576755+00:00,XAUUSD,BUY,2293.5427656665297,2292.4158923922196,2295.2330755779944,47.15017529287781,0.5634366371549666,1.839402126258392,14.0,10,1,14607.290387415886,1,2292.4158923922196,2025-12-23 10:27:42.576755+00:00,-112.68732743101282
2025-12-23T17:32:42.576755+00:00,XAUUSD,BUY,2302.1499517624466,2300.070678843682,2305.268861140594,47.544879536609265,1.0396364593823688,7.046040386591812,13.0,17,1,14157.290387415886,1,2300.070678843682,2025-12-23 17:42:42.576755+00:00,-207.92729187646728
2025-12-23T22:47:42.576755+00:00,XAUUSD,BUY,2301.938891416802,2301.6543657913203,2302.3656798550246,22.844631236867613,0.1422628127409098,4.042050041193306,55.0,22,1,13842.290387415886,1,2301.6543657913203,2025-12-23 23:42:42.576755+00:00,-28.45256254818196
2025-12-24T08:22:42.576755+00:00,XAUUSD,SELL,2301.943230934802,2302.671260907783,2300.8511859753307,52.0633310676556,0.3640149864904093,1.244543470829285,17.0,8,2,13267.290387415886,1,2302.671260907783,2025-12-24 08:37:42.576755+00:00,-72.80299729809485
2025-12-24T13:22:42.576755+00:00,XAUUSD,SELL,2304.9839198130385,2306.31746489659,2302.9836021877113,53.78974581667595,0.6667725417757667,2.6863902465470346,17.0,13,2,12967.290387415886,1,2306.31746489659,2025-12-24 13:32:42.576755+00:00,-133.35450835515985
2025-12-24T17:32:42.576755+00:00,XAUUSD,BUY,2303.4662334497502,2300.7035440338295,2307.610267573631,39.43066835689585,1.3813447079602545,0.4430730773215146,17.0,17,2,12717.290387415886,1,2300.7035440338295,2025-12-24 18:47:42.576755+00:00,-276.2689415920704
2025-12-25T08:42:42.576755+00:00,XAUUSD,BUY,2303.7038215981515,2302.5867672054474,2305.3794031872076,43.93348180524108,0.5585271963519907,1.0617619982817814,17.0,8,3,11807.290387415886,1,2302.5867672054474,2025-12-25 09:32:42.576755+00:00,-111.70543927041763
2025-12-25T09:57:42.576755+00:00,XAUUSD,BUY,2303.2273807349848,2302.4028437799784,2304.4641861674945,32.357667648371546,0.41226847750317575,0.4986323728935531,16.0,9,3,11732.290387415886,0,2304.4641861674945,2025-12-25 11:12:42.576755+00:00,123.68054325097546
2025-12-25T13:57:42.576755+00:00,XAUUSD,BUY,2302.5288291357706,2299.9360633436327,2306.4179778239777,39.34609817235041,1.296382896068995,-0.39422575876596966,12.0,13,3,11492.290387415886,1,2299.9360633436327,2025-12-25 14:47:42.576755+00:00,-259.2765792137925
2025-12-25T15:27:42.576755+00:00,XAUUSD,BUY,2301.122578978289,2299.36704403018,2303.755881400452,39.98887678656911,0.8777674740544106,-1.4611067144182925,14.0,15,3,11402.290387415886,1,2299.36704403018,2025-12-25 16:07:42.576755+00:00,-175.5534948109016
2025-12-25T17:57:42.576755+00:00,XAUUSD,BUY,2297.7218851601124,2294.967042614909,2301.8541489779172,38.33124192101636,1.3774212726016555,-3.8021046098556326,13.0,17,3,11252.290387415886,0,2301.8541489779172,2025-12-25 19:17:42.576755+00:00,413.2263817804869
2025-12-26T01:32:42.576755+00:00,XAUUSD,SELL,2301.2132436215966,2301.730841292579,2300.4368471151224,60.377290006060285,0.2587988354913315,0.1356205242695978,19.0,1,4,10797.290387415886,1,2301.730841292579,2025-12-26 02:42:42.576755+00:00,-51.75976709824681
2025-12-26T07:42:42.576755+00:00,XAUUSD,BUY,2301.538389771315,2300.9914108809226,2302.358858106904,48.68244615660921,0.27348944519628404,0.18251696968854958,14.0,7,4,10427.290387415886,1,2300.9914108809226,2025-12-26 07:52:42.576755+00:00,-54.69788903924382
2025-12-26T12:12:42.576755+00:00,XAUUSD,BUY,2299.4238438793186,2298.292583389427,2301.1207346141564,40.08271192850683,0.5656302449458508,-1.3415328687551664,17.0,12,4,10157.290387415886,0,2301.1207346141564,2025-12-26 12:57:42.576755+00:00,169.68907348377797
2025-12-26T17:42:42.576755+00:00,XAUUSD,BUY,2308.9249685877794,2306.9692080635286,2311.8586093741555,45.82682441069655,0.9778802621253168,5.577399896653787,14.0,17,4,9827.290387415886,1,2306.9692080635286,2025-12-26 19:27:42.576755+00:00,-195.57605242507634
2025-12-26T23:17:42.576755+00:00,XAUUSD,BUY,2311.458238781447,2311.218535851597,2311.817793176222,25.593325048375604,0.1198514649250423,4.731438990179413,12.0,23,4,9492.290387415886,1,2311.218535851597,2025-12-26 23:52:42.576755+00:00,-23.970292984995467
2025-12-27T04:07:42.576755+00:00,XAUUSD,SELL,2311.2534243426076,2311.8207825297654,2310.4023870618707,59.059817142173856,0.28367909357900445,2.5988794830132065,17.0,4,5,9202.290387415886,1,2311.8207825297654,2025-12-27 05:07:42.576755+00:00,-56.7358187157879
2025-12-27T11:47:42.576755+00:00,XAUUSD,SELL,2308.9174117759235,2310.116205136064,2307.1192217357134,58.74322847553591,0.5993966800700881,-0.42071971422183196,13.0,11,5,8742.290387415886,1,2310.116205136064,2025-12-27 13:07:42.576755+00:00,-119.87933601403711
2025-12-27T16:57:42.576755+00:00,XAUUSD,SELL,2302.686639490388,2304.9637311059596,2299.271002067031,62.94013799354324,1.1385458077857689,-4.731923082117646,18.0,16,5,8432.290387415886,0,2299.271002067031,2025-12-27 19:02:42.576755+00:00,341.56374233571114
2025-12-27T23:27:42.576755+00:00,XAUUSD,BUY,2300.1406812135124,2299.825579230266,2300.6133341883815,39.2137291947361,0.15755099162304628,-3.5379407452264786,19.0,23,5,8042.290387415886,1,2299.825579230266,2025-12-28 00:12:42.576755+00:00,-31.51019832462225
2025-12-28T07:57:42.576755+00:00,XAUUSD,BUY,2300.1809613108508,2299.7385378289227,2300.8445965337423,44.15043015514679,0.2212117409639112,-1.1168806509804199,19.0,7,6,7532.290387415886,1,2299.7385378289227,2025-12-28 08:02:42.576755+00:00,-44.24234819280173
2025-12-28T14:42:42.576755+00:00,XAUUSD,BUY,2299.2678727668444,2296.7283444435725,2303.0771652517524,40.53022986043837,1.269764161635911,-0.9942399895585368,22.0,14,6,7127.290387415886,1,2296.7283444435725,2025-12-28 15:57:42.576755+00:00,-253.9528323271952
2025-12-28T17:22:42.576755+00:00,XAUUSD,BUY,2295.6762505922466,2293.58547109704,2298.812419835056,56.08495064065767,1.0453897476031995,-3.562664114371273,12.0,17,6,6967.290387415886,1,2293.58547109704,2025-12-28 17:42:42.576755+00:00,-209.0779495206334
2025-12-29T07:17:42.576755+00:00,XAUUSD,BUY,2296.5449909927693,2295.992267461968,2297.3740762889715,51.42570219848326,0.27636176540071183,-1.0231167799820469,13.0,7,0,6132.290387415886,1,2295.992267461968,2025-12-29 08:02:42.576755+00:00,-55.27235308013587
2025-12-29T22:12:42.576755+00:00,XAUUSD,BUY,2293.979727754816,2293.727853275424,2294.357539473904,22.58385920899194,0.12593723969608359,-0.6281739337064209,53.0,22,0,5237.290387415886,0,2294.357539473904,2025-12-29 23:52:42.576755+00:00,37.78117190881858
2025-12-30T03:27:42.576755+00:00,XAUUSD,BUY,2295.483110776642,2295.048441113514,2296.1351152713346,36.37247022574032,0.21733483156413058,0.7329073667542616,14.0,3,1,4922.290387415886,0,2296.1351152713346,2025-12-30 03:52:42.576755+00:00,65.20044946923917
2025-12-30T06:02:42.576755+00:00,XAUUSD,BUY,2296.0865641035994,2295.601342356408,2296.814396724386,42.33332517380034,0.24261087359553,0.992269985047642,16.0,6,1,4767.290387415886,1,2295.601342356408,2025-12-30 06:32:42.576755+00:00,-48.52217471911899
2025-12-30T08:57:42.576755+00:00,XAUUSD,SELL,2295.347208894449,2296.2420699060385,2294.004917377065,53.71866950139079,0.4474305057947926,0.12020522216653262,21.0,8,1,4592.290387415886,1,2296.2420699060385,2025-12-30 09:42:42.576755+00:00,-89.48610115894553
2025-12-30T22:12:42.576755+00:00,XAUUSD,SELL,2297.9452480584546,2298.2182652611655,2297.5357222543885,82.41256928016934,0.13650860135541215,-0.10234310182158879,87.0,22,1,3797.290387415886,0,2297.5357222543885,2025-12-30 22:52:42.576755+00:00,40.95258040661065
2025-12-31T11:02:42.576755+00:00,XAUUSD,SELL,2296.052902967856,2297.1865316284307,2294.3524599769935,62.963956471389686,0.5668143302874407,-1.6338489015925006,19.0,11,2,3027.290387415886,1,2297.1865316284307,2025-12-31 12:17:42.576755+00:00,-113.36286605746864
2025-12-31T13:27:42.576755+00:00,XAUUSD,SELL,2297.416560524711,2298.9948608163827,2295.0491100872027,49.612374612858524,0.7891501458359796,-0.0998398822512172,12.0,13,2,2882.290387415886,0,2295.0491100872027,2025-12-31 14:02:42.576755+00:00,236.74504375080687
2025-12-31T18:07:42.576755+00:00,XAUUSD,SELL,2290.5215575609864,2292.687436342907,2287.272739388106,58.83267068794427,1.0829393909601939,-4.26957424407874,12.0,18,2,2602.290387415886,0,2287.272739388106,2025-12-31 18:32:42.576755+00:00,324.88181728804193
2025-12-31T20:12:42.576755+00:00,XAUUSD,SELL,2288.4450486085516,2290.976659072423,2284.647632912744,61.38486555837467,1.2658052319357986,-4.890975927333329,14.0,20,2,2477.290387415886,0,2284.647632912744,2026-01-01 02:57:42.576755+00:00,379.7415695807558
2026-01-01T06:17:42.576755+00:00,XAUUSD,SELL,2285.32293352847,2285.855098456974,2284.524686135714,61.711241619012874,0.26608246425199206,-2.342219710020345,18.0,6,3,1872.290387415886,0,2284.524686135714,2026-01-01 07:32:42.576755+00:00,79.82473927559113
2026-01-01T08:12:42.576755+00:00,XAUUSD,BUY,2284.879382083901,2284.0937536921374,2286.0578246715463,44.17831737079699,0.39281419588178323,-2.1973308012597954,14.0,8,3,1757.290387415886,1,2284.0937536921374,2026-01-01 08:47:42.576755+00:00,-78.56283917635665
2026-01-01T11:17:42.576755+00:00,XAUUSD,BUY,2283.9175336034223,2282.7658692890022,2285.645030075052,41.058172696887326,0.5758321572099508,-2.225096789777126,22.0,11,3,1572.290387415886,1,2282.7658692890022,2026-01-01 11:57:42.576755+00:00,-115.16643144200316
2026-01-01T12:32:42.576755+00:00,XAUUSD,BUY,2283.4760482531165,2282.2847423670833,2285.2630070821665,48.077127992994946,0.5956529430166354,-2.263523035331218,15.0,12,3,1497.290387415886,1,2282.2847423670833,2026-01-01 13:17:42.576755+00:00,-119.13058860332058
2026-01-01T19:32:42.576755+00:00,XAUUSD,SELL,2284.5534707777265,2287.0382202859437,2280.826346515401,56.89413208860375,1.2423747541084984,-0.3637277438951969,19.0,19,3,1077.290387415886,1,2287.0382202859437,2026-01-02 10:07:42.576755+00:00,-248.47495082171918
2026-01-02T22:07:42.576755+00:00,XAUUSD,BUY,2283.1421427912815,2282.853416714641,2283.575231906242,36.18993530025173,0.14436303832030717,-1.2458410672948048,50.0,22,4,517.7096125841141,1,2282.853416714641,2026-01-03 00:22:42.576755+00:00,-28.872607664061434
2026-01-03T08:07:42.576755+00:00,XAUUSD,BUY,2282.88500508093,2282.32194864481,2283.72958973511,36.461135542713606,0.2815282180599427,-0.7367565768054192,22.0,8,5,1117.709612584114,0,2283.72958973511,2026-01-03 08:27:42.576755+00:00,84.45846541799256
2026-01-03T11:57:42.576755+00:00,XAUUSD,SELL,2285.521846581352,2286.642768081978,2283.8404643304125,55.55814031338538,0.5604607503131385,1.4714332405610548,19.0,11,5,1347.709612584114,1,2286.642768081978,2026-01-03 12:37:42.576755+00:00,-112.0921500626082
2026-01-03T21:57:42.576755+00:00,XAUUSD,BUY,2304.1809045818663,2303.6643050871753,2304.955803823903,38.48435556294351,0.25829974734551797,11.585679217974302,86.0,21,5,1947.709612584114,0,2304.955803823903,2026-01-04 01:02:42.576755+00:00,77.48992420365539
2026-01-04T06:07:42.576755+00:00,XAUUSD,SELL,2302.9021854689504,2303.299454208083,2302.3062823602518,50.84681947814074,0.1986343695661422,3.5205784075096744,12.0,6,6,2437.709612584114,0,2302.3062823602518,2026-01-04 06:32:42.576755+00:00,59.59031086986215
2026-01-04T07:27:42.576755+00:00,XAUUSD,BUY,2302.5891818747527,2302.1643108882176,2303.2264883545554,40.090750723699664,0.21243549326751626,2.744686542411273,21.0,7,6,2517.709612584114,1,2302.1643108882176,2026-01-04 07:47:42.576755+00:00,-42.48709865350975
2026-01-04T09:27:42.576755+00:00,XAUUSD,BUY,2301.762912618195,2300.6413840023665,2303.445205541938,41.292439009523825,0.5607643079143015,1.5027731456179936,19.0,9,6,2637.709612584114,1,2300.6413840023665,2026-01-04 11:07:42.576755+00:00,-112.1528615828538
2026-01-04T12:32:42.576755+00:00,XAUUSD,SELL,2301.149353271426,2302.228641950848,2299.5304202522934,58.0071252608044,0.5396443397109384,0.5120830797832241,22.0,12,6,2822.709612584114,1,2302.228641950848,2026-01-04 13:07:42.576755+00:00,-107.92886794220067
2026-01-04T14:12:42.576755+00:00,XAUUSD,SELL,2302.7209267667404,2304.9168547739137,2299.4270347559805,60.33691869045043,1.097964003586672,1.7305389296161593,13.0,14,6,2922.709612584114,0,2299.4270347559805,2026-01-04 14:52:42.576755+00:00,329.3892010759919
2026-01-05T02:07:42.576755+00:00,XAUUSD,BUY,2291.9989319398696,2291.477341018557,2292.7813183218386,43.71322814167354,0.26079546065628684,-3.998801496148644,14.0,2,0,3637.709612584114,1,2291.477341018557,2026-01-05 04:07:42.576755+00:00,-52.15909213125087
2026-01-05T22:42:42.576755+00:00,XAUUSD,BUY,2293.852343935777,2293.568104169577,2294.2787035850765,45.78281841173515,0.14211988309995963,0.7045130573710594,61.0,22,0,4872.709612584114,0,2294.2787035850765,2026-01-05 23:02:42.576755+00:00,42.635964929968395
2026-01-06T02:57:42.576755+00:00,XAUUSD,BUY,2294.522292897527,2294.0933710865547,2295.165675613986,50.98573939863592,0.21446090548624852,0.8917040278793138,13.0,2,1,5127.709612584114,1,2294.0933710865547,2026-01-06 04:27:42.576755+00:00,-42.892181097249704
2026-01-06T08:02:42.576755+00:00,XAUUSD,BUY,2295.1068904551676,2294.548374734431,2295.944664036272,44.47682910846867,0.27925786036816397,0.8923604063952553,22.0,8,1,5432.709612584114,1,2294.548374734431,2026-01-06 08:17:42.576755+00:00,-55.85157207365228
2026-01-06T11:57:42.576755+00:00,XAUUSD,SELL,2294.764858318556,2296.061075888081,2292.820531964268,58.45181420817153,0.6481087847626311,0.3235729287330287,15.0,11,1,5667.709612584114,1,2296.061075888081,2026-01-06 13:12:42.576755+00:00,-129.62175695251972
2026-01-06T22:07:42.576755+00:00,XAUUSD,BUY,2296.20159914419,2295.9360463330486,2296.5999283609017,62.58823414345982,0.1327764055706666,1.8342016112005695,61.0,22,1,6277.709612584114,0,2296.5999283609017,2026-01-06 23:12:42.576755+00:00,39.832921671177246
2026-01-07T18:17:42.576755+00:00,XAUUSD,SELL,2294.5365434013047,2296.8396747328266,2291.0818464040217,61.4509575041279,1.151565665760992,-0.7199622004918638,15.0,18,2,7487.709612584114,0,2291.0818464040217,2026-01-08 07:57:42.576755+00:00,345.46969972830084
2026-01-08T09:12:42.576755+00:00,XAUUSD,SELL,2291.6160873081844,2292.7749191387666,2289.877839562311,58.978505454631,0.5794159152911627,-2.065533274129848,15.0,9,3,7457.290387415886,1,2292.7749191387666,2026-01-08 09:37:42.576755+00:00,-115.88318305821304
